 »   Warning: @salesforce/cli update available from 2.137.7 to 2.138.6.
Querying Data... done
Id,Name,GestaoSLA__c,Categorizacao__c,MarcoSLA__c,AreaAtendimento__c,EscopoRegra__c,Ativo__c,TempoBaixa__c,TempoMedia__c,TempoAlta__c,CreatedDate,LastModifiedDate
a3Mbe000000KFR7EAO,RSC-003490,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-09T20:16:45.000+0000,2026-06-09T20:18:22.000+0000
a3Mbe000000KFSjEAO,RSC-003491,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-09T20:18:43.000+0000,2026-06-09T20:18:43.000+0000
a3Mbe000000KFULEA4,RSC-003492,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-09T20:19:15.000+0000,2026-06-09T20:19:15.000+0000
a3Mbe000000KFVxEAO,RSC-003493,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-09T20:19:42.000+0000,2026-06-09T20:19:42.000+0000
a3Mbe000000KFxNEAW,RSC-003494,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-09T22:17:03.000+0000,2026-06-09T22:17:03.000+0000
a3Mbe000000KHKrEAO,RSC-003634,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKsEAO,RSC-003635,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKtEAO,RSC-003636,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKuEAO,RSC-003637,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKvEAO,RSC-003638,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKwEAO,RSC-003639,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKxEAO,RSC-003640,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKyEAO,RSC-003641,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHKzEAO,RSC-003642,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL0EAO,RSC-003643,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL1EAO,RSC-003644,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL2EAO,RSC-003645,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL3EAO,RSC-003646,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL4EAO,RSC-003647,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL5EAO,RSC-003648,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL6EAO,RSC-003649,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL7EAO,RSC-003650,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL8EAO,RSC-003651,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHL9EAO,RSC-003652,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLAEA4,RSC-003653,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLBEA4,RSC-003654,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLCEA4,RSC-003655,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLDEA4,RSC-003656,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLEEA4,RSC-003657,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLFEA4,RSC-003658,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLGEA4,RSC-003659,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLHEA4,RSC-003660,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLIEA4,RSC-003661,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLJEA4,RSC-003662,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLKEA4,RSC-003663,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLLEA4,RSC-003664,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLMEA4,RSC-003665,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLNEA4,RSC-003666,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLOEA4,RSC-003667,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLPEA4,RSC-003668,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLQEA4,RSC-003669,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLREA4,RSC-003670,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLSEA4,RSC-003671,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLTEA4,RSC-003672,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLUEA4,RSC-003673,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLVEA4,RSC-003674,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLWEA4,RSC-003675,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLXEA4,RSC-003676,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLYEA4,RSC-003677,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLZEA4,RSC-003678,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLaEAO,RSC-003679,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLbEAO,RSC-003680,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLcEAO,RSC-003681,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLdEAO,RSC-003682,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLeEAO,RSC-003683,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLfEAO,RSC-003684,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLgEAO,RSC-003685,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLhEAO,RSC-003686,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLiEAO,RSC-003687,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLjEAO,RSC-003688,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLkEAO,RSC-003689,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLlEAO,RSC-003690,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLmEAO,RSC-003691,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLnEAO,RSC-003692,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLoEAO,RSC-003693,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLpEAO,RSC-003694,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLqEAO,RSC-003695,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLrEAO,RSC-003696,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLsEAO,RSC-003697,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLtEAO,RSC-003698,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLuEAO,RSC-003699,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLvEAO,RSC-003700,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLwEAO,RSC-003701,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLxEAO,RSC-003702,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLyEAO,RSC-003703,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHLzEAO,RSC-003704,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM0EAO,RSC-003705,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM1EAO,RSC-003706,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM2EAO,RSC-003707,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM3EAO,RSC-003708,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM4EAO,RSC-003709,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM5EAO,RSC-003710,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM6EAO,RSC-003711,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM7EAO,RSC-003712,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM8EAO,RSC-003713,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHM9EAO,RSC-003714,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMAEA4,RSC-003715,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMBEA4,RSC-003716,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMCEA4,RSC-003717,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMDEA4,RSC-003718,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMEEA4,RSC-003719,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMFEA4,RSC-003720,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMGEA4,RSC-003721,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMHEA4,RSC-003722,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMIEA4,RSC-003723,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMJEA4,RSC-003724,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMKEA4,RSC-003725,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMLEA4,RSC-003726,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMMEA4,RSC-003727,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMNEA4,RSC-003728,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMOEA4,RSC-003729,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMPEA4,RSC-003730,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMQEA4,RSC-003731,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMREA4,RSC-003732,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMSEA4,RSC-003733,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMTEA4,RSC-003734,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000KtpzEAC,,Por Categorizacao,true,180,120,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMUEA4,RSC-003735,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq0EAC,,Por Categorizacao,true,240,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMVEA4,RSC-003736,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq1EAC,,Por Categorizacao,true,360,240,120,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMWEA4,RSC-003737,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq2EAC,,Por Categorizacao,true,60,60,60,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
a3Mbe000000KHMXEA4,RSC-003738,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq4EAC,,Por Categorizacao,true,360,360,360,2026-06-10T19:37:34.000+0000,2026-06-10T19:37:34.000+0000
