Id,Name,Origem__c,VigenciaInicio__c,VigenciaFim__c,EscopoRegra__c,GestaoSLA__c,Categorizacao__c,MarcoSLA__c,AreaAtendimento__c,Ativo__c,CreatedDate,LastModifiedDate
a3Mbe000000KFR7EAO,RSC-003490,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000KtpzEAC,,true,2026-06-09T20:16:45.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KFSjEAO,RSC-003491,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq0EAC,,true,2026-06-09T20:18:43.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KFULEA4,RSC-003492,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq1EAC,,true,2026-06-09T20:19:15.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KFVxEAO,RSC-003493,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq2EAC,,true,2026-06-09T20:19:42.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KFxNEAW,RSC-003494,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByamEAC,a3Obe000000Ktq4EAC,,true,2026-06-09T22:17:03.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKrEAO,RSC-003634,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKsEAO,RSC-003635,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKtEAO,RSC-003636,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKuEAO,RSC-003637,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKvEAO,RSC-003638,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaoEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKwEAO,RSC-003639,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKxEAO,RSC-003640,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKyEAO,RSC-003641,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHKzEAO,RSC-003642,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL0EAO,RSC-003643,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B7EAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL1EAO,RSC-003644,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL2EAO,RSC-003645,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL3EAO,RSC-003646,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL4EAO,RSC-003647,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL5EAO,RSC-003648,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B8EAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL6EAO,RSC-003649,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL7EAO,RSC-003650,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL8EAO,RSC-003651,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHL9EAO,RSC-003652,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLAEA4,RSC-003653,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4B9EAK,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLBEA4,RSC-003654,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLCEA4,RSC-003655,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLDEA4,RSC-003656,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLEEA4,RSC-003657,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLFEA4,RSC-003658,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByeiEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLGEA4,RSC-003659,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLHEA4,RSC-003660,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLIEA4,RSC-003661,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLJEA4,RSC-003662,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLKEA4,RSC-003663,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByegEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLLEA4,RSC-003664,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLMEA4,RSC-003665,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLNEA4,RSC-003666,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLOEA4,RSC-003667,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLPEA4,RSC-003668,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByasEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLQEA4,RSC-003669,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLREA4,RSC-003670,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLSEA4,RSC-003671,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLTEA4,RSC-003672,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLUEA4,RSC-003673,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByayEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLVEA4,RSC-003674,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLWEA4,RSC-003675,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLXEA4,RSC-003676,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLYEA4,RSC-003677,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLZEA4,RSC-003678,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByaqEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLaEAO,RSC-003679,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLbEAO,RSC-003680,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLcEAO,RSC-003681,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLdEAO,RSC-003682,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLeEAO,RSC-003683,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByawEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLfEAO,RSC-003684,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLgEAO,RSC-003685,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLhEAO,RSC-003686,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLiEAO,RSC-003687,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLjEAO,RSC-003688,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByauEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLkEAO,RSC-003689,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLlEAO,RSC-003690,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLmEAO,RSC-003691,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLnEAO,RSC-003692,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLoEAO,RSC-003693,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb0EAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLpEAO,RSC-003694,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLqEAO,RSC-003695,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLrEAO,RSC-003696,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLsEAO,RSC-003697,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLtEAO,RSC-003698,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BAEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLuEAO,RSC-003699,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLvEAO,RSC-003700,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLwEAO,RSC-003701,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLxEAO,RSC-003702,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLyEAO,RSC-003703,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb2EAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHLzEAO,RSC-003704,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM0EAO,RSC-003705,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM1EAO,RSC-003706,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM2EAO,RSC-003707,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM3EAO,RSC-003708,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BBEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM4EAO,RSC-003709,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM5EAO,RSC-003710,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM6EAO,RSC-003711,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM7EAO,RSC-003712,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM8EAO,RSC-003713,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BCEA0,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHM9EAO,RSC-003714,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMAEA4,RSC-003715,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMBEA4,RSC-003716,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMCEA4,RSC-003717,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMDEA4,RSC-003718,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByekEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMEEA4,RSC-003719,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMFEA4,RSC-003720,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMGEA4,RSC-003721,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMHEA4,RSC-003722,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMIEA4,RSC-003723,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000ByemEAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMJEA4,RSC-003724,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMKEA4,RSC-003725,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMLEA4,RSC-003726,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMMEA4,RSC-003727,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMNEA4,RSC-003728,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb4EAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMOEA4,RSC-003729,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMPEA4,RSC-003730,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMQEA4,RSC-003731,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMREA4,RSC-003732,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMSEA4,RSC-003733,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb8EAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMTEA4,RSC-003734,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMUEA4,RSC-003735,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq0EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMVEA4,RSC-003736,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq1EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMWEA4,RSC-003737,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq2EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMXEA4,RSC-003738,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000Byb6EAC,a3Obe000000Ktq4EAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
a3Mbe000000KHMYEA4,RSC-003739,Qualquer,,,Atendimento,a3Nbe000000Q1A9EAK,a3Kbe000000C4BDEA0,a3Obe000000KtpzEAC,,true,2026-06-10T19:37:34.000+0000,2026-06-13T22:14:06.000+0000
